Source ID,Source Name,Author,Title,Description,URL,URL To Image,Published At,Content
,/FILM,staff@slashfilm.com (Sandy Schaefer),"Is Napoleon Dynamite 2 Happening, Or Should We Just Enjoy Some Tots Without Him?","With Napoleon Dynamite coming up on its 20th anniversary, what are the odds of Jared Hess&amp;#39; cult hit getting a sequel? Here&amp;#39;s everything we know.",https://www.slashfilm.com/1437896/napoleon-dynamite-2-is-it-happening/,https://www.slashfilm.com/img/gallery/is-napoleon-dynamite-2-happening-or-should-we-just-enjoy-some-tots-without-him/l-intro-1699029505.jpg,2023-11-08T10:45:01Z,"Despite being the brainchild of two guys who went to Bringham Young University, ""Napoleon Dynamite"" isn't actually a Mormon film (although the Mormon film industry is a very real thing you can ventur… [+1487 chars]"
,Cracked.com,Ian Garner,Five Things About ‘Five Night at Freddy’s’ That Don’t Suck... Thank God This List Doesn’t Go to Six,"By Ian Garner Published: November 11th, 2023",https://trivia.cracked.com/article_40173_five-things-about-five-night-at-freddys-that-dont-suck-thank-god-this-list-doesnt-go-to-six.html,https://s3.crackedcdn.com/phpimages/article/4/8/5/962485.jpg,2023-11-11T17:30:00Z,"For the better part of a decade, Five Nights at Freddys has been haunting kids and adults alike from behind their computer screens. The point-and-click game harkens back to the kind of thing youd pla… [+6723 chars]"
,Deadline,Valerie Complex,"Scene 2 Seen Podcast: Mackenzie Lansing Discusses SAG Strike, And Auditioning For ‘Hunger Games: The Ballard Of Songbirds & Snakes’","Hello, and welcome to the Scene to Seen Podcast! I am Valerie Complex Associate editor and film writer at Deadline. Today, I’m chatting with actress Mackenzie Lansing who currently stars as Coral, District Four tribute in the latest Hunger Games: Ballad of So…",https://deadline.com/2023/12/scene-2-seen-mackenzie-lansing-discusses-sag-strike-auditioning-for-hunger-games-1235647407/,https://deadline.com/wp-content/uploads/2023/12/Mackenzie-Lansing.jpg?w=1024,2023-12-01T21:48:45Z,"Hello, and welcome to the Scene to Seen Podcast!
I am Valerie Complex Associate editor and film writer at Deadline. Today, I’m chatting with actress Mackenzie Lansing who currently stars as Coral, D… [+1418 chars]"
,Biztoc.com,thewrap.com,‘Hunger Games: Ballad of Songbirds and Snakes’ Earns $5.75 Million at Thursday Box Office,"“The Hunger Games: The Ballad of Songbirds and Snakes” began its domestic box office sprint with $5.75 million in Thursday preview showings. That’s well below, understandably, the $16 million earned via preview showings of “The Hunger Games: Mockingjay Part I…",https://biztoc.com/x/26dcc990cf6001fc,https://c.biztoc.com/p/26dcc990cf6001fc/s.webp,2023-11-17T17:08:51Z,"The Hunger Games: The Ballad of Songbirds and Snakes began its domestic box office sprint with $5.75 million in Thursday preview showings. Thats well below, understandably, the $16 million earned via… [+306 chars]"
,GameSpot,Eddie Makuch,Disney CEO Explains Why He Believes The Marvels Fell Short At The Box Office,"The newest MCU movie, The Marvels, debuted this month and had the slowest start at the box office in the history of the MCU. Disney CEO Bob Iger recently discussed the film's commercial shortcomings, saying the poor results were due, in part, to a lack of exe…",https://www.gamespot.com/articles/disney-ceo-explains-why-he-believes-the-marvels-fell-short-at-the-box-office/1100-6519574/,https://www.gamespot.com/a/uploads/screen_kubrick/1179/11799911/4228070-marvelslarge.jpeg,2023-11-30T13:42:00Z,"The newest MCU movie, The Marvels, debuted this month and had the slowest start at the box office in the history of the MCU. Disney CEO Bob Iger recently discussed the film's commercial shortcomings,… [+1825 chars]"
,Gizmodo.com,Sabina Graves,This Gift Guide Will Bring Marvel Merriment to Your Holiday Season,"Image: Marvel
The whole family can channel their favorite Marvel characters with gifts inspired by the heroes and villains of the MCU, Spider-Man films, Disney+ shows like Loki and Ms. Marvel, and ‘90s X-Men cartoon throwbacks. This holiday season, be merry …",https://gizmodo.com/marvel-studios-disney-marvel-comics-style-gift-guide-1851060065,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/d38a646b9c213d28503f316759102dfb.jpg",2023-11-30T21:30:00Z,"The whole family can channel their favorite Marvel characters with gifts inspired by the heroes and villains of the MCU, Spider-Man films, Disney+ shows like Loki and Ms. Marvel, and 90s X-Men cartoo… [+342 chars]"
,The A.V. Club,The A.V. Club Bot,"The week in film: Thanksgiving's gory feast, and what's wrong with Marvel","Horror fans have been waiting more than a decade for Thanksgiving, director Eli Roth’s holiday slasher about a killer in a pilgrim mask terrorizing a small Massachusetts town. Ever since Roth’s fake trailer for the film showed up in Quentin Tarantino and Robe…",https://www.avclub.com/the-week-in-film-thanksgivings-gory-feast-and-whats-w-1851032497,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/b8ae2aff62d916de3764a8edd330e89f.jpg",2023-11-18T15:00:00Z,"Horror fans have been waiting more than a decade for Thanksgiving, director Eli Roths holiday slasher about a killer in a pilgrim mask terrorizing a small Massachusetts town. Ever since Roths fake tr… [+5201 chars]"
,Biztoc.com,variety.com,"‘Napoleon’ Rules U.K., Ireland Box Office","Sony’s magnum opus “Napoleon,” directed by Ridley Scott, debuted atop the U.K. and Ireland box office with a regal £5.2 million ($6.6 million), according to numbers from Comscore. In its second weekend, Lionsgate’s “The Hunger Games: The Ballad Of Songbirds A…",https://biztoc.com/x/6455de2cead91236,https://c.biztoc.com/p/6455de2cead91236/s.webp,2023-11-28T12:54:08Z,"Sonys magnum opus Napoleon, directed by Ridley Scott, debuted atop the U.K. and Ireland box office with a regal £5.2 million ($6.6 million), according to numbers from Comscore.In its second weekend, … [+279 chars]"
,IndieWire,Jim Hemphill,"How Ridley Scott Shot ‘Napoleon,’ the Most Ambitious Epic of His Career, in 62 Days","The director and his collaborators talk about their approach to the large-scale action of ""Napoleon"" and the careful planning that made it come to life.",https://www.indiewire.com/features/craft/napoleon-movie-ridley-scott-battles-1234929020/,https://www.indiewire.com/wp-content/uploads/2023/11/M230928_SP004.jpg,2023-11-27T14:00:00Z,"Ridley Scott has been making ambitious historical films ever since his 1977 debut feature “The Duellists.” His latest, “Napoleon,” is both the apotheosis of his style and the beneficiary of 46 years … [+6177 chars]"
,The Atlantic,Isabel Fattal,"The Joys of Carole Lombard, Zadie Smith, and High-School Movies",Entertainment musts from Jennifer Senior,https://www.theatlantic.com/newsletters/archive/2023/11/the-joys-of-carole-lombard-zadie-smith-and-high-school-movies/676108/?utm_source=feed,,2023-11-26T13:00:00Z,"This is an edition of The Atlantic Daily, a newsletter that guides you through the biggest stories of the day, helps you discover new ideas, and recommends the best in culture. Sign up for it here.We… [+8739 chars]"
engadget,Engadget,Jeff Dunn,"The 41 best Cyber Monday gaming deals of 2023: PC accessories, consoles, monitors, games and more","Cyber Monday has brought a truckload of deals on gaming gear for PCs, PS5, Xbox and Nintendo Switch alike. As always, most of those offers aren't really deals at all — but if you want a hand in upgrading your setup, we've scoured the many sales happening arou…",https://www.engadget.com/the-41-best-cyber-monday-gaming-deals-of-2023-pc-accessories-consoles-monitors-games-and-more-224313947.html,https://s.yimg.com/ny/api/res/1.2/Tt6u.4uwiQYYxgccs7wVqA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD03MjE-/https://s.yimg.com/os/creatr-uploaded-images/2023-11/480c7180-8c88-11ee-9bff-519ef6e6e2fa,2023-11-27T22:43:13Z,"Cyber Monday has brought a truckload of deals on gaming gear for PCs, PS5, Xbox and Nintendo Switch alike. As always, most of those offers aren't really deals at all but if you want a hand in upgradi… [+33576 chars]"
,Screen Rant,Sarah Little,Why Does Lucy Gray Baird Have A Southern Accent In Ballad Of Songbirds & Snakes?,"Rachel Zegler plays Lucy Gray Baird with a Southern accent in The Hunger Games: The Ballad of Songbirds &amp; Snakes, and some are curious why.",https://screenrant.com/ballad-songbirds-snakes-lucy-gray-baird-accent-explained/,https://static1.srcdn.com/wordpress/wp-content/uploads/2023/10/hunger-games-ballad-songbirds-snakes-lucy-gray-history-actress-explained-1.jpg,2023-12-03T17:35:14Z,"Summary
<ul><li> Lucy Gray's Southern accent in the movie was likely a deliberate choice, adding to the charm and folksy nature of her character in the story. </li><li> Her accent could be explained… [+3414 chars]"
,Screen Rant,Brennan Klein,The Hunger Games: The Ballad Of Songbirds & Snakes Box Office Nears Crucial Milestone Globally,"The Hunger Games: The Ballad of Songbirds and Snakes is still trailing behind previous entries, but nears an important box office milestone.",https://screenrant.com/hunger-games-ballad-songbirds-snakes-box-office-global-200-million/,https://static1.srcdn.com/wordpress/wp-content/uploads/2023/11/rachel-zegler-as-lucy-gray-baird-in-the-hunger-games-arena-in-the-hunger-games-the-ballad-of-songbirds-and-snakes.jpg,2023-11-26T19:21:24Z,"Summary
<ul><li> The Hunger Games: The Ballad of Songbirds and Snakes is nearing an important box office milestone with a global gross of $197.2 million. </li><li> The prequel movie has earned an ad… [+2784 chars]"
,ComingSoon.net,Jeff Ames,The Hunger Games Movies Ranked Following Songbirds & Snakes,"A new Hunger Games movies is upon us, for better or worse, which means it is time to look back on the successful young adult franchise and rank the movies starring Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Elizabeth Banks, Woody Harrelson, and many …",https://www.comingsoon.net/movies/features/1407210-the-hunger-games-movies-ranked-following-songbirds-snakes,"https://www.comingsoon.net/wp-content/uploads/sites/3/2023/08/The-Hunger-Games-The-Ballad-of-Songbirds-and-Snakes.jpg?resize=1200,630",2023-11-20T23:00:00Z,"A new Hunger Games movies is upon us, for better or worse, which means it is time to look back on the successful young adult franchise and rank the movies starring Jennifer Lawrence, Josh Hutcherson,… [+5256 chars]"
,IndieWire,Tom Brueggemann,"In the ‘Hunger Games’ of Box Office, ‘Napoleon’ and ‘Wish’ Fall Short of #1 on a Holiday Weekend","Ridley Scott's epic surprisingly topped Disney Animation's latest for #2. Netflix may not be willing to acknowledge it, but ""Maestro"" may represent its best platform opening in years.",https://www.indiewire.com/news/box-office/box-office-hunger-games-napoleon-wish-1234929402/,https://www.indiewire.com/wp-content/uploads/2023/11/M230928_SP006.jpg,2023-11-26T18:57:35Z,"Thanksgiving weekend is normally one of the top-grossing dates. This year, not so much. The debut of two $200 million productions and a second weekend of adequate performance from the “Hunger Games” … [+6813 chars]"
,The A.V. Club,Sam Barsanti,May the weekend box office be ever in The Ballad Of Songbirds And Snakes’ favor,"After a couple of slow weekends at the domestic box office, things have bounced back nicely thanks to four pretty big new releases that mostly did okay (and one movie with a limited rollout that did relatively good). The biggest of those big new releases is H…",https://www.avclub.com/ballad-of-songbirds-and-snakes-weekend-box-office-1851034814,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/19700a7e4f9abc1bf131bcd0f0a88918.jpg",2023-11-19T22:10:00Z,"After a couple of slow weekends at the domestic box office, things have bounced back nicely thanks to four pretty big new releases that mostly did okay (and one movie with a limited rollout that did … [+1551 chars]"
,The A.V. Club,Peter Scobel,The Hunger Games: The Ballad of Songbirds & Snakes: what to watch before the new movie,"In the latest episode of Binge Club, our experts tell you everything you need to watch ahead of the newest Hunger Games flick",https://www.avclub.com/the-hunger-games-the-ballad-of-songbirds-snakes-wha-1851022189,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/09f6d1603453cec8aacb2c7a745c19dd.png",2023-11-14T21:34:54Z,"In the latest episode of Binge Club, our experts tell you everything you need to watch ahead of the newest Hunger Games flick
We may earn a commission from links on this page."
,Playstation.com,Kristen Zitani (she/her),Share of the Week: Marvel’s Spider-Man 2 – Miles Morales,"Last week, we asked you to share pictures of Miles Morales moving through the world of Marvel’s Spider-Man 2 using #PSshare #PSBlog. Here are this week’s highlights: calisarah1998 shares Miles shooting webs wearing the Shadow-Spider Suit FrameCaptureVP shares…",https://blog.playstation.com/2023/11/17/share-of-the-week-marvels-spider-man-2-miles-morales/,https://blog.playstation.com/tachyon/2023/11/729be85af19ff18d3f089b9503afdaa23dcaada0.jpg,2023-11-17T17:00:21Z,"Last week, we asked you to share pictures of Miles Morales moving through the world of Marvels Spider-Man 2 using #PSshare #PSBlog. Here are this weeks highlights:
calisarah1998shares Miles shooting… [+849 chars]"
,/FILM,staff@slashfilm.com (Jeremy Mathai),The Marvels Pays Off The Worst Part Of Secret Invasion Ending (Kind Of),"Secret Invasion never really explained why Skrulls couldn&amp;#39;t have a place of their own on Earth like New Asgard, and The Marvels actually rectifies that.",https://www.slashfilm.com/1441875/the-marvels-kinda-pays-off-worst-part-secret-invasion-ending/,https://www.slashfilm.com/img/gallery/the-marvels-pays-off-the-worst-part-of-secret-invasion-ending-kind-of/l-intro-1699469113.jpg,2023-11-10T19:00:00Z,"Warning: This article contains spoilers for ""The Marvels.""
Leave it to the Marvel Cinematic Universe to use their 33rd film in the franchise as a sequel (of sorts) to several properties across multi… [+1625 chars]"
,Biztoc.com,thewrap.com,‘Hunger Games’ Leads Slow Thanksgiving Box Office With $40 Million 5-Day Total,"The Thanksgiving box office will see improvements from last year’s poor returns, but are still far from pre-pandemic levels as Disney’s “Wish” and Sony/Apple’s “Napoleon” are estimated to open to less than $35 million over five days, allowing Lionsgate’s “The…",https://biztoc.com/x/fca95cbb217184fe,https://c.biztoc.com/p/fca95cbb217184fe/s.webp,2023-11-25T16:56:08Z,"The Thanksgiving box office will see improvements from last years poor returns, but are still far from pre-pandemic levels as Disneys Wish and Sony/Apples Napoleon are estimated to open to less than … [+284 chars]"
,CBR - Comic Book Resources,Jon Mendelsohn,Hunger Games – The Ballad of Songbirds and Snakes Review,"This Hunger Games prequel provides intriguing performances and some insight into the early days of Panem, but fails to keep the momentum throughout.",https://www.cbr.com/hunger-games-songbirds-and-snakes-review/,https://static1.cbrimages.com/wordpress/wp-content/uploads/2023/11/hunger-games-the-ballad-of-songbirds-and-snakes-main-characters.jpg,2023-11-16T17:35:16Z,"In 2012, a little film based on a YA book series by Suzanne Collins was released to the world. The Hunger Games became a worldwide cinematic phenomenon and catapulted its leading actress, Jennifer La… [+8842 chars]"
,Nerdist,Rotem Rusak,THE HUNGER GAMES: THE BALLAD OF SONGBIRDS AND SNAKES Centers a Predictable Villain While Its Side Characters Shine,"The Hunger Games: The Ballad of Songbirds and Snakes focused on a fairly predictable villain origin story while its side characters shone.
The post THE HUNGER GAMES: THE BALLAD OF SONGBIRDS AND SNAKES Centers a Predictable Villain While Its Side Characters Sh…",https://nerdist.com/article/the-hunger-games-the-ballad-of-songbirds-and-snakes-review-prequel-movie-delivers-predictable-villain-origin-story/,https://legendary-digital-network-assets.s3.amazonaws.com/wp-content/uploads/2023/05/23103341/The-Hunger-Games-a-Ballad-of-Songbirds-and-Snakes-Lucy-Gray-Baird-and-Coriolanus-Snow.jpg,2023-11-09T19:00:00Z,"An origin story for a true villain is always a complicated prospect, a fine needle to thread. When The Hunger Games: TheBallad of Songbirds and Snakes was first announced, the chief question for me w… [+6913 chars]"
,ComingSoon.net,Brandon Schreur,Old Time Hockey: Hunger Games’ Gary Ross Tapped to Direct New Sports Movie,"Seabiscuit and The Hunger Games director Gary Ross is tapped to direct Old Time Hockey for Skydance Sports.
The post Old Time Hockey: Hunger Games’ Gary Ross Tapped to Direct New Sports Movie appeared first on ComingSoon.net - Movie Trailers, TV & Streaming N…",https://www.comingsoon.net/movies/news/1421557-old-time-hockey-hunger-games-gary-ross-tapped-to-direct-new-sports-movie,"https://www.comingsoon.net/wp-content/uploads/sites/3/2023/11/Screenshot_2023-11-29_at_10.38.54_AM_1200x675-10.jpg?resize=1200,630",2023-11-30T20:51:56Z,"The Hunger Games Gary Ross will direct a new sports movie, Old Time Hockey, for Skydance Sports.
Per Deadline, Ross has been tapped to direct Old Time Hockey, an original sports film featuring a scr… [+1549 chars]"
,/FILM,staff@slashfilm.com (Valerie Ettenhofer),Ridley Scott's Napoleon Rides To A $33 Million Debut At The Thanksgiving Box Office,"Napoleon is battling Disney&amp;#39;s Wish for second place at the Thanksgiving box office, as Apple Original Films makes another bid for awards season prestige.",https://www.slashfilm.com/1455013/ridley-scott-napoleon-thanksgiving-box-office/,https://www.slashfilm.com/img/gallery/ridley-scotts-napoleon-rides-to-a-33-million-debut-at-the-thanksgiving-box-office/l-intro-1700939359.jpg,2023-11-25T19:17:21Z,"The film's initial haul is nothing to sneeze at, but it's also still far from recouping its costs: Variety puts the movie's production budget alone at $200 million, making it seem likely that this fi… [+1390 chars]"
,IndieWire,Tom Brueggemann,"$9 Billion Box Office in 2023? After a November Like This One, Don’t Be Sure","Warner Bros. has three major releases, but combined they're unlikely to match the December impact of ""Avatar: The Way of Water.""",https://www.indiewire.com/news/box-office/wonka-aquaman-2023-box-office-9-billion-1234930190/,https://www.indiewire.com/wp-content/uploads/2023/11/M230915_WB006.jpg,2023-11-29T14:00:00Z,"For months, it seemed near certain that domestic box office for 2023 would surpass $9 billion — even after strike-related delays meant losing as much as $500 million in potential gross. To be sure, $… [+3942 chars]"
,Gizmodo.com,James Whitbrook,"Damn, What Does Disney Have Against Nia DaCosta?","The Marvels is likely going to end up one of Marvel Studios’ worst-performing films in a considerable period of time—and at a time when people are largely questioning the direction of a franchise that has dominated cinema for 15 years, that’s not an ideal bit…",https://gizmodo.com/the-marvels-bob-iger-nia-dacosta-mcu-disney-marvel-1851061428,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/5f3731673c0dffcd1a16c78c8ffc961c.png",2023-11-30T16:30:00Z,The Marvelsis likely going to end up one of Marvel Studios worst-performing films in a considerable period of timeand at a time when people are largely questioning the direction of a franchise that h… [+4449 chars]
,IndieWire,Alison Foreman,Fact Checking Flerken Mating Patterns in ‘The Marvels’: Are Kittens Even Cute Anymore?,"Goose may be the crowning jewel in the “Captain Marvel” legacy, but the decision to make her inexplicably multiply for the sequel flies in the face of pop culture clichés — and feels painfully 2019.",https://www.indiewire.com/features/commentary/the-marvels-baby-flerkens-cute-sidekick-criticism-1234925519/,https://www.indiewire.com/wp-content/uploads/2023/11/Flerkens.png,2023-11-12T15:00:00Z,"[Editor’s note: The following contains spoilers for “The Marvels.”]
“The Goose is loose!” That’s something I’d like to think was said by one or more of Nick Fury’s crew members upon discovering that… [+4379 chars]"
,Space.com,Fran Ruiz,'The Marvels' review: A chaotic cosmic headache,"Marvel Studios' latest movie, The Marvels, exhibits all the symptoms of a rusty creative process. Despite some sparse bursts of charm, it lacks quality control.",https://www.space.com/the-marvels-review,https://cdn.mos.cms.futurecdn.net/yQA59729qsQbupbeLoWcj9-1200-80.jpg,2023-11-10T14:59:10Z,"Space is part of Future US Inc, an international media group and leading digital publisher. Visit our corporate site.
©
Future US, Inc. Full 7th Floor, 130 West 42nd Street,
New York,
NY 10036."
,/FILM,staff@slashfilm.com (Ryan Scott),Can The Hunger Games Prequel Recapture The YA Box Office Magic For Lionsgate?,"After eight years, there&amp;#39;s a new Hunger Games movie heading to theaters. How will The Ballad of Songbirds and Snakes perform relative to the original films?",https://www.slashfilm.com/1441025/hunger-games-prequel-the-ballad-of-songbirds-and-snakes-box-office/,https://www.slashfilm.com/img/gallery/can-the-hunger-games-prequel-recapture-the-ya-box-office-magic-for-lionsgate/l-intro-1699392222.jpg,2023-11-11T19:45:49Z,"After nearly a decade, one of the biggest YA franchises is making its return to the big screen. Lionsgate couldn't have jumped faster when author Suzanne Collins announced a prequel novel to her smas… [+1584 chars]"
ign,IGN,IGN BRANDED,Napoleon Review,Ridley Scott’s biopic of the French emperor hides a funny character study inside a so-so historical epic.,https://www.ign.com/articles/napoleon-review-joaquin-phoenix-ridley-scott-apple,https://assets-prd.ignimgs.com/2023/11/20/napoleon-blogroll-1700494710928.jpeg?width=1280,2023-11-20T16:00:06Z,"Napoleon opens in theaters Wednesday, November 22.
Imagine how Napoleon Bonaparte would feel if he could somehow learn the definition of Napoleon complex. The French commander who conquered half of … [+6357 chars]"
,Playstation.com,Ray McCaffrey,Five Nights at Freddy’s: Help Wanted 2 seeks new employees December 14,"I’m Ray McCaffrey, executive producer from Steel Wool Studios, and I speak for our entire time when I say that we’re thrilled to finally give y’all a sneak preview of what you’ll be able to expect in Five Nights at Freddy’s: Help Wanted 2. We will cover the o…",https://blog.playstation.com/2023/11/20/five-nights-at-freddys-help-wanted-2-seeks-new-employees-december-14/,https://blog.playstation.com/tachyon/2023/11/3bcd26b84374a1adf141455184b9bb663735bba5.jpg,2023-11-20T18:01:37Z,"Im Ray McCaffrey, executive producer from Steel Wool Studios, and I speak for our entire time when I say that were thrilled to finally give yall a sneak preview of what youll be able to expect in Fiv… [+3928 chars]"
,Rolling Stone,CT Jones,Audiences Were Losing Faith in YA Films. These Authors Proved Them Wrong,YA authors tell Rolling Stone fan bases have always understood their books — it was the film and TV industry that needed to learn a few lessons.,https://www.rollingstone.com/culture/culture-features/hunger-games-ballad-of-songbirds-percy-jackson-ya-fiction-1234892786/,https://www.rollingstone.com/wp-content/uploads/2023/11/young-adult-fiction.jpg?crop=0px%2C62px%2C1800px%2C1014px&resize=1600%2C900,2023-11-25T15:40:17Z,"YA is dead — at least, that was one prevailingthought after a string of popular young adult books failed to garner success on screens in 2016.  Studio executives blamed the slew of unsuccessful adapt… [+7991 chars]"
